Club,Elo,From,To
Norwich,1537.04077148,2020-10-21,2020-10-21
Norwich,1539.57128906,2020-10-22,2020-10-22
Norwich,1543.77404785,2020-10-23,2020-10-24
Norwich,1546.63061523,2020-10-25,2020-10-27
Norwich,1550.84997559,2020-10-28,2020-10-28
Norwich,1558.15185547,2020-10-29,2020-10-29
Norwich,1555.28833008,2020-10-30,2020-10-31
Norwich,1565.90563965,2020-11-01,2020-11-03
Norwich,1568.47827148,2020-11-04,2020-11-04
Norwich,1565.3503418,2020-11-05,2020-11-05
Norwich,1569.20349121,2020-11-06,2020-11-07
Norwich,1576.7154541,2020-11-08,2020-11-21
Norwich,1584.2154541,2020-11-22,2020-11-24
Norwich,1593.93164062,2020-11-25,2020-11-25
Norwich,1588.72949219,2020-11-26,2020-11-26
Norwich,1590.17895508,2020-11-27,2020-11-28
Norwich,1584.29284668,2020-11-29,2020-12-01
Norwich,1583.87072754,2020-12-02,2020-12-02
Norwich,1569.78173828,2020-12-03,2020-12-03
Norwich,1565.29101562,2020-12-04,2020-12-05
Norwich,1569.91796875,2020-12-06,2020-12-08
Norwich,1565.35595703,2020-12-09,2020-12-09
Norwich,1568.62939453,2020-12-10,2020-12-10
Norwich,1570.4440918,2020-12-11,2020-12-12
Norwich,1577.93518066,2020-12-13,2020-12-16
Norwich,1585.00891113,2020-12-17,2020-12-19
Norwich,1594.38049316,2020-12-20,2020-12-20
Norwich,1594.38049316,2020-12-21,2020-12-26
Norwich,1587.84350586,2020-12-27,2020-12-29
Norwich,1582.66760254,2020-12-30,2021-01-02
Norwich,1587.484375,2021-01-03,2021-01-16
Norwich,1595.06091309,2021-01-17,2021-01-17
Norwich,1595.06091309,2021-01-18,2021-01-20
Norwich,1601.55895996,2021-01-21,2021-01-23
Norwich,1601.55895996,2021-01-24,2021-01-29
Norwich,1601.55895996,2021-01-30,2021-01-30
Norwich,1597.76049805,2021-01-31,2021-01-31
Norwich,1597.76049805,2021-02-01,2021-02-02
Norwich,1595.42578125,2021-02-03,2021-02-05
Norwich,1584.86682129,2021-02-06,2021-02-13
Norwich,1594.64477539,2021-02-14,2021-02-16
Norwich,1598.29711914,2021-02-17,2021-02-17
Norwich,1604.04736328,2021-02-18,2021-02-18
Norwich,1608.34204102,2021-02-19,2021-02-19
Norwich,1608.34204102,2021-02-20,2021-02-20
Norwich,1611.72998047,2021-02-21,2021-02-23
Norwich,1619.95129395,2021-02-24,2021-02-24
Norwich,1621.46862793,2021-02-25,2021-02-25
Norwich,1615.97290039,2021-02-26,2021-02-27
Norwich,1615.97290039,2021-02-28,2021-02-28
Norwich,1620.35876465,2021-03-01,2021-03-03
